species_id,path
21,/content/data/train_images/content/data/train_images/3ca3a1b6a.png
5,/content/data/train_images/content/data/train_images/d817ed6ad.png
0,/content/data/train_images/content/data/train_images/a54894b33.png
8,/content/data/train_images/content/data/train_images/2bf32cf03.png
20,/content/data/train_images/content/data/train_images/6bf2953a8.png
9,/content/data/train_images/content/data/train_images/b01abd3b2.png
13,/content/data/train_images/content/data/train_images/9fbd7e1f6.png
14,/content/data/train_images/content/data/train_images/b89bd05a1.png
17,/content/data/train_images/content/data/train_images/0c48ed342.png
19,/content/data/train_images/content/data/train_images/a66546dfd.png
18,/content/data/train_images/content/data/train_images/9c2286d0c.png
17,/content/data/train_images/content/data/train_images/7341161bd.png
5,/content/data/train_images/content/data/train_images/22bfc5978.png
20,/content/data/train_images/content/data/train_images/7c858b1f2.png
7,/content/data/train_images/content/data/train_images/ae521f781.png
17,/content/data/train_images/content/data/train_images/3c621e663.png
0,/content/data/train_images/content/data/train_images/b2338ed38.png
4,/content/data/train_images/content/data/train_images/4e90ab2fb.png
0,/content/data/train_images/content/data/train_images/c3843eb33.png
0,/content/data/train_images/content/data/train_images/6b0891684.png
21,/content/data/train_images/content/data/train_images/5635d4cbe.png
17,/content/data/train_images/content/data/train_images/5b1e3b55b.png
4,/content/data/train_images/content/data/train_images/b2ea74670.png
8,/content/data/train_images/content/data/train_images/8a0ee2e2c.png
23,/content/data/train_images/content/data/train_images/d5997789c.png
16,/content/data/train_images/content/data/train_images/2f40810b2.png
9,/content/data/train_images/content/data/train_images/3b0e345fc.png
18,/content/data/train_images/content/data/train_images/54399c91c.png
3,/content/data/train_images/content/data/train_images/2322ec1d3.png
18,/content/data/train_images/content/data/train_images/4bb6b8a81.png
3,/content/data/train_images/content/data/train_images/29127020a.png
19,/content/data/train_images/content/data/train_images/7ad715d6d.png
18,/content/data/train_images/content/data/train_images/d93aaa1bc.png
2,/content/data/train_images/content/data/train_images/160b70831.png
17,/content/data/train_images/content/data/train_images/6f7eec323.png
0,/content/data/train_images/content/data/train_images/fc6609050.png
15,/content/data/train_images/content/data/train_images/acff61b19.png
22,/content/data/train_images/content/data/train_images/48a77f450.png
4,/content/data/train_images/content/data/train_images/7f8fab554.png
17,/content/data/train_images/content/data/train_images/3c621e663.png
11,/content/data/train_images/content/data/train_images/fbb31daeb.png
0,/content/data/train_images/content/data/train_images/06a0c48c9.png
15,/content/data/train_images/content/data/train_images/71cf9646b.png
9,/content/data/train_images/content/data/train_images/5d606b7a3.png
2,/content/data/train_images/content/data/train_images/287bf77ec.png
16,/content/data/train_images/content/data/train_images/e6de52902.png
17,/content/data/train_images/content/data/train_images/3fcca1372.png
0,/content/data/train_images/content/data/train_images/447409a6b.png
0,/content/data/train_images/content/data/train_images/5f9157d7b.png
14,/content/data/train_images/content/data/train_images/644f71ae8.png
15,/content/data/train_images/content/data/train_images/dbd243625.png
17,/content/data/train_images/content/data/train_images/73c4d8db8.png
18,/content/data/train_images/content/data/train_images/851c98ea8.png
14,/content/data/train_images/content/data/train_images/e8b209030.png
13,/content/data/train_images/content/data/train_images/0297d886e.png
17,/content/data/train_images/content/data/train_images/5a55970ad.png
5,/content/data/train_images/content/data/train_images/606f1e495.png
21,/content/data/train_images/content/data/train_images/af1d7ef13.png
21,/content/data/train_images/content/data/train_images/818a1635a.png
15,/content/data/train_images/content/data/train_images/5c57d8095.png
5,/content/data/train_images/content/data/train_images/58b92fcdc.png
18,/content/data/train_images/content/data/train_images/5c609dbfb.png
16,/content/data/train_images/content/data/train_images/f33a1793f.png
5,/content/data/train_images/content/data/train_images/fd7cc65e1.png
17,/content/data/train_images/content/data/train_images/9a9951303.png
17,/content/data/train_images/content/data/train_images/9e5d5b03e.png
4,/content/data/train_images/content/data/train_images/6666e213d.png
15,/content/data/train_images/content/data/train_images/5f9b4785b.png
12,/content/data/train_images/content/data/train_images/d922d82e9.png
18,/content/data/train_images/content/data/train_images/ed2ae7025.png
15,/content/data/train_images/content/data/train_images/21e2f2977.png
18,/content/data/train_images/content/data/train_images/bbd9ac366.png
14,/content/data/train_images/content/data/train_images/75c8ccce9.png
19,/content/data/train_images/content/data/train_images/6d5f5e052.png
11,/content/data/train_images/content/data/train_images/e1582bf8b.png
23,/content/data/train_images/content/data/train_images/82ff46226.png
9,/content/data/train_images/content/data/train_images/5d606b7a3.png
19,/content/data/train_images/content/data/train_images/a2a211fa8.png
17,/content/data/train_images/content/data/train_images/d59d099b3.png
22,/content/data/train_images/content/data/train_images/82d59d24d.png
4,/content/data/train_images/content/data/train_images/2ef429016.png
21,/content/data/train_images/content/data/train_images/f3b84afb1.png
19,/content/data/train_images/content/data/train_images/69ea6d76b.png
4,/content/data/train_images/content/data/train_images/a5034a8b3.png
6,/content/data/train_images/content/data/train_images/b056e5bc2.png
21,/content/data/train_images/content/data/train_images/818a1635a.png
8,/content/data/train_images/content/data/train_images/25218b040.png
15,/content/data/train_images/content/data/train_images/d58429096.png
16,/content/data/train_images/content/data/train_images/65971c0e7.png
8,/content/data/train_images/content/data/train_images/60b260508.png
17,/content/data/train_images/content/data/train_images/1263c23c8.png
8,/content/data/train_images/content/data/train_images/bf58cd236.png
18,/content/data/train_images/content/data/train_images/ec24a4d07.png
1,/content/data/train_images/content/data/train_images/7f9b94a29.png
1,/content/data/train_images/content/data/train_images/1ba9ee79a.png
20,/content/data/train_images/content/data/train_images/e734a1cde.png
16,/content/data/train_images/content/data/train_images/08db743d0.png
14,/content/data/train_images/content/data/train_images/16ffcf223.png
10,/content/data/train_images/content/data/train_images/7764cbbfd.png
11,/content/data/train_images/content/data/train_images/8ec8b0275.png
21,/content/data/train_images/content/data/train_images/a8e6d4d75.png
22,/content/data/train_images/content/data/train_images/c6a2c0e7c.png
16,/content/data/train_images/content/data/train_images/158c5acb6.png
2,/content/data/train_images/content/data/train_images/a92850ccd.png
0,/content/data/train_images/content/data/train_images/d49a94504.png
13,/content/data/train_images/content/data/train_images/2ec1b3167.png
14,/content/data/train_images/content/data/train_images/74c1043c9.png
8,/content/data/train_images/content/data/train_images/7f082c82d.png
23,/content/data/train_images/content/data/train_images/55dca9c85.png
2,/content/data/train_images/content/data/train_images/2dc763e67.png
9,/content/data/train_images/content/data/train_images/c12e0a62b.png
10,/content/data/train_images/content/data/train_images/ca99623ca.png
15,/content/data/train_images/content/data/train_images/9367e95cc.png
10,/content/data/train_images/content/data/train_images/37d16f30f.png
16,/content/data/train_images/content/data/train_images/03b96f209.png
12,/content/data/train_images/content/data/train_images/b7fcfb502.png
12,/content/data/train_images/content/data/train_images/515861db9.png
1,/content/data/train_images/content/data/train_images/247d81f2b.png
23,/content/data/train_images/content/data/train_images/ed2f84e75.png
2,/content/data/train_images/content/data/train_images/d6c75de73.png
7,/content/data/train_images/content/data/train_images/77e82339a.png
6,/content/data/train_images/content/data/train_images/3296a3827.png
2,/content/data/train_images/content/data/train_images/d2cb96229.png
0,/content/data/train_images/content/data/train_images/d49a94504.png
17,/content/data/train_images/content/data/train_images/9a76cab9c.png
6,/content/data/train_images/content/data/train_images/690168015.png
4,/content/data/train_images/content/data/train_images/69c09e886.png
2,/content/data/train_images/content/data/train_images/b62b5a988.png
20,/content/data/train_images/content/data/train_images/fe8ce67c3.png
17,/content/data/train_images/content/data/train_images/bdd4aa62c.png
14,/content/data/train_images/content/data/train_images/af0113159.png
10,/content/data/train_images/content/data/train_images/cf7af9895.png
16,/content/data/train_images/content/data/train_images/5816c1336.png
5,/content/data/train_images/content/data/train_images/e574b09d3.png
11,/content/data/train_images/content/data/train_images/8253e1640.png
23,/content/data/train_images/content/data/train_images/d5992de83.png
4,/content/data/train_images/content/data/train_images/e42215aa0.png
12,/content/data/train_images/content/data/train_images/c4ec1e7de.png
0,/content/data/train_images/content/data/train_images/fc47cfba3.png
14,/content/data/train_images/content/data/train_images/c271bc1ea.png
5,/content/data/train_images/content/data/train_images/59e549ee2.png
3,/content/data/train_images/content/data/train_images/c12e0a62b.png
4,/content/data/train_images/content/data/train_images/399e17911.png
5,/content/data/train_images/content/data/train_images/cea56c949.png
9,/content/data/train_images/content/data/train_images/f851b9605.png
9,/content/data/train_images/content/data/train_images/3853bba8e.png
8,/content/data/train_images/content/data/train_images/582d6efec.png
14,/content/data/train_images/content/data/train_images/42f4b8b64.png
3,/content/data/train_images/content/data/train_images/288e5d13f.png
18,/content/data/train_images/content/data/train_images/64025c7e6.png
18,/content/data/train_images/content/data/train_images/74fbde29b.png
19,/content/data/train_images/content/data/train_images/f3f82b897.png
19,/content/data/train_images/content/data/train_images/ea133d03e.png
21,/content/data/train_images/content/data/train_images/422de4e4d.png
3,/content/data/train_images/content/data/train_images/5877cea08.png
15,/content/data/train_images/content/data/train_images/acff61b19.png
8,/content/data/train_images/content/data/train_images/77299bde7.png
10,/content/data/train_images/content/data/train_images/dfa6a4a64.png
4,/content/data/train_images/content/data/train_images/399e17911.png
20,/content/data/train_images/content/data/train_images/a64b357d4.png
11,/content/data/train_images/content/data/train_images/dabddc8ab.png
20,/content/data/train_images/content/data/train_images/ccee900dd.png
9,/content/data/train_images/content/data/train_images/afa49cbeb.png
9,/content/data/train_images/content/data/train_images/2fc2eca0c.png
8,/content/data/train_images/content/data/train_images/f152e26e3.png
7,/content/data/train_images/content/data/train_images/f51c0da28.png
23,/content/data/train_images/content/data/train_images/053aeb7bd.png
5,/content/data/train_images/content/data/train_images/9bdc79a14.png
1,/content/data/train_images/content/data/train_images/5977f6b4c.png
10,/content/data/train_images/content/data/train_images/7dec0f472.png
11,/content/data/train_images/content/data/train_images/3346f84ee.png
0,/content/data/train_images/content/data/train_images/a0c662123.png
8,/content/data/train_images/content/data/train_images/2717a930e.png
5,/content/data/train_images/content/data/train_images/7b79194b3.png
3,/content/data/train_images/content/data/train_images/aefd0f061.png
12,/content/data/train_images/content/data/train_images/471bb3a84.png
9,/content/data/train_images/content/data/train_images/738e4dcb5.png
7,/content/data/train_images/content/data/train_images/557506b62.png
1,/content/data/train_images/content/data/train_images/5f9b4785b.png
1,/content/data/train_images/content/data/train_images/2cf89ef6b.png
20,/content/data/train_images/content/data/train_images/cc7c17269.png
23,/content/data/train_images/content/data/train_images/f84b8c8d3.png
0,/content/data/train_images/content/data/train_images/512c1ac7e.png
20,/content/data/train_images/content/data/train_images/ccee900dd.png
22,/content/data/train_images/content/data/train_images/6d6ba3db7.png
1,/content/data/train_images/content/data/train_images/b4110d8aa.png
14,/content/data/train_images/content/data/train_images/561ed4362.png
5,/content/data/train_images/content/data/train_images/2bcddf9a5.png
10,/content/data/train_images/content/data/train_images/6e82ee19a.png
0,/content/data/train_images/content/data/train_images/349095631.png
13,/content/data/train_images/content/data/train_images/30cd416ed.png
21,/content/data/train_images/content/data/train_images/4874059ad.png
11,/content/data/train_images/content/data/train_images/8253e1640.png
2,/content/data/train_images/content/data/train_images/100e4ddc9.png
15,/content/data/train_images/content/data/train_images/d63f467b6.png
23,/content/data/train_images/content/data/train_images/2e698aba5.png
13,/content/data/train_images/content/data/train_images/6b1093628.png
13,/content/data/train_images/content/data/train_images/8080b2283.png
10,/content/data/train_images/content/data/train_images/d3195bece.png
16,/content/data/train_images/content/data/train_images/33d0f2685.png
9,/content/data/train_images/content/data/train_images/1535d0c9b.png
20,/content/data/train_images/content/data/train_images/74a117970.png
10,/content/data/train_images/content/data/train_images/77a7a66fc.png
13,/content/data/train_images/content/data/train_images/fe8d9ac40.png
8,/content/data/train_images/content/data/train_images/fd6a520d8.png
7,/content/data/train_images/content/data/train_images/557506b62.png
21,/content/data/train_images/content/data/train_images/dd46cb7e9.png
4,/content/data/train_images/content/data/train_images/4b406a1bc.png
10,/content/data/train_images/content/data/train_images/e22487d26.png
4,/content/data/train_images/content/data/train_images/7f6df469c.png
15,/content/data/train_images/content/data/train_images/6093f0100.png
19,/content/data/train_images/content/data/train_images/c721d69de.png
14,/content/data/train_images/content/data/train_images/305ff00d1.png
21,/content/data/train_images/content/data/train_images/6b9e3f7c6.png
21,/content/data/train_images/content/data/train_images/bc18e6dba.png
13,/content/data/train_images/content/data/train_images/cb10cd9d9.png
17,/content/data/train_images/content/data/train_images/6f7eec323.png
14,/content/data/train_images/content/data/train_images/c39b2fcd3.png
0,/content/data/train_images/content/data/train_images/349095631.png
6,/content/data/train_images/content/data/train_images/8ee219910.png
1,/content/data/train_images/content/data/train_images/e5d1f4efc.png
21,/content/data/train_images/content/data/train_images/7a396818c.png
12,/content/data/train_images/content/data/train_images/629489592.png
19,/content/data/train_images/content/data/train_images/27c78408d.png
10,/content/data/train_images/content/data/train_images/5a3f09a5c.png
14,/content/data/train_images/content/data/train_images/e97de3f6d.png
23,/content/data/train_images/content/data/train_images/59a9eb657.png
19,/content/data/train_images/content/data/train_images/6c660a505.png
4,/content/data/train_images/content/data/train_images/1fd650183.png
6,/content/data/train_images/content/data/train_images/dcf4ecca1.png
14,/content/data/train_images/content/data/train_images/efbfe6b39.png
8,/content/data/train_images/content/data/train_images/80c09eb56.png
5,/content/data/train_images/content/data/train_images/e585e1acb.png
20,/content/data/train_images/content/data/train_images/48fb5143f.png
20,/content/data/train_images/content/data/train_images/d7a655c45.png
21,/content/data/train_images/content/data/train_images/a9868c3d1.png
20,/content/data/train_images/content/data/train_images/48fb5143f.png
1,/content/data/train_images/content/data/train_images/2cf89ef6b.png
16,/content/data/train_images/content/data/train_images/e9622376a.png
8,/content/data/train_images/content/data/train_images/1f5dd26db.png
7,/content/data/train_images/content/data/train_images/2bb539997.png
11,/content/data/train_images/content/data/train_images/e1582bf8b.png
23,/content/data/train_images/content/data/train_images/55b2b19d1.png
11,/content/data/train_images/content/data/train_images/28fd95f7f.png
5,/content/data/train_images/content/data/train_images/b1c97f28a.png
1,/content/data/train_images/content/data/train_images/5857d6f6d.png
0,/content/data/train_images/content/data/train_images/97630c03d.png
10,/content/data/train_images/content/data/train_images/055d22517.png
10,/content/data/train_images/content/data/train_images/a38cadf2c.png
19,/content/data/train_images/content/data/train_images/1545e29b3.png
22,/content/data/train_images/content/data/train_images/69173294f.png
17,/content/data/train_images/content/data/train_images/d291fab38.png
10,/content/data/train_images/content/data/train_images/e4e8c501e.png
10,/content/data/train_images/content/data/train_images/a38cadf2c.png
15,/content/data/train_images/content/data/train_images/21e2f2977.png
21,/content/data/train_images/content/data/train_images/f3b84afb1.png
2,/content/data/train_images/content/data/train_images/b62b5a988.png
12,/content/data/train_images/content/data/train_images/706e6f1e8.png
11,/content/data/train_images/content/data/train_images/bd97b0335.png
10,/content/data/train_images/content/data/train_images/aa7d3cfe0.png
8,/content/data/train_images/content/data/train_images/b4df5aef8.png
5,/content/data/train_images/content/data/train_images/4c010ec47.png
4,/content/data/train_images/content/data/train_images/6a2b677ce.png
19,/content/data/train_images/content/data/train_images/0a350d11c.png
11,/content/data/train_images/content/data/train_images/0f99800b7.png
1,/content/data/train_images/content/data/train_images/a5eface9a.png
23,/content/data/train_images/content/data/train_images/09a946316.png
13,/content/data/train_images/content/data/train_images/30cd416ed.png
9,/content/data/train_images/content/data/train_images/5d7e9091c.png
11,/content/data/train_images/content/data/train_images/83028db30.png
0,/content/data/train_images/content/data/train_images/e9fa364b7.png
7,/content/data/train_images/content/data/train_images/18e249f36.png
18,/content/data/train_images/content/data/train_images/1fb41e1c4.png
8,/content/data/train_images/content/data/train_images/7f082c82d.png
15,/content/data/train_images/content/data/train_images/2ffaa6c02.png
12,/content/data/train_images/content/data/train_images/7a49b2465.png
0,/content/data/train_images/content/data/train_images/5c1ae8b6f.png
22,/content/data/train_images/content/data/train_images/89fe494b6.png
23,/content/data/train_images/content/data/train_images/802907092.png
16,/content/data/train_images/content/data/train_images/bc9dd660e.png
20,/content/data/train_images/content/data/train_images/670a35128.png
12,/content/data/train_images/content/data/train_images/5cd1a3c29.png
4,/content/data/train_images/content/data/train_images/bb00d418c.png
3,/content/data/train_images/content/data/train_images/2bcddf9a5.png
10,/content/data/train_images/content/data/train_images/dac7a83a3.png
1,/content/data/train_images/content/data/train_images/13511f7bd.png
15,/content/data/train_images/content/data/train_images/a1048dac6.png
5,/content/data/train_images/content/data/train_images/be0356cf5.png
15,/content/data/train_images/content/data/train_images/2febbdfc5.png
20,/content/data/train_images/content/data/train_images/103db6411.png
9,/content/data/train_images/content/data/train_images/596463649.png
22,/content/data/train_images/content/data/train_images/8f8e4f3e2.png
18,/content/data/train_images/content/data/train_images/11a52d37a.png
11,/content/data/train_images/content/data/train_images/bb4fd3041.png
6,/content/data/train_images/content/data/train_images/d1debe396.png
23,/content/data/train_images/content/data/train_images/880652c2a.png
1,/content/data/train_images/content/data/train_images/c84943395.png
12,/content/data/train_images/content/data/train_images/5723a520c.png
10,/content/data/train_images/content/data/train_images/87db70dff.png
23,/content/data/train_images/content/data/train_images/db7d1bf42.png
4,/content/data/train_images/content/data/train_images/20801bb7d.png
7,/content/data/train_images/content/data/train_images/1eb2a9113.png
12,/content/data/train_images/content/data/train_images/896080a53.png
1,/content/data/train_images/content/data/train_images/5f9b4785b.png
8,/content/data/train_images/content/data/train_images/a4b2f4298.png
3,/content/data/train_images/content/data/train_images/687733bf1.png
6,/content/data/train_images/content/data/train_images/0509303a5.png
20,/content/data/train_images/content/data/train_images/321c09a90.png
11,/content/data/train_images/content/data/train_images/d22169f4e.png
9,/content/data/train_images/content/data/train_images/0ab6aa734.png
16,/content/data/train_images/content/data/train_images/9df5da644.png
17,/content/data/train_images/content/data/train_images/0c48ed342.png
1,/content/data/train_images/content/data/train_images/dbfb5f469.png
16,/content/data/train_images/content/data/train_images/2f40810b2.png
0,/content/data/train_images/content/data/train_images/0268057eb.png
17,/content/data/train_images/content/data/train_images/0c936a1d4.png
7,/content/data/train_images/content/data/train_images/7227068d3.png
8,/content/data/train_images/content/data/train_images/3c443fa6e.png
11,/content/data/train_images/content/data/train_images/471df4911.png
9,/content/data/train_images/content/data/train_images/c12e0a62b.png
17,/content/data/train_images/content/data/train_images/b4a3fb69c.png
23,/content/data/train_images/content/data/train_images/551385b05.png
3,/content/data/train_images/content/data/train_images/5877cea08.png
2,/content/data/train_images/content/data/train_images/daa57db65.png
13,/content/data/train_images/content/data/train_images/ea961733c.png
19,/content/data/train_images/content/data/train_images/534db172e.png
16,/content/data/train_images/content/data/train_images/49b80ec61.png
18,/content/data/train_images/content/data/train_images/8b24f2f98.png
0,/content/data/train_images/content/data/train_images/157a50231.png
21,/content/data/train_images/content/data/train_images/3dc230571.png
5,/content/data/train_images/content/data/train_images/2bcddf9a5.png
13,/content/data/train_images/content/data/train_images/a00373b12.png
3,/content/data/train_images/content/data/train_images/c15840ebf.png
12,/content/data/train_images/content/data/train_images/f1cc7d0a4.png
1,/content/data/train_images/content/data/train_images/7f9b94a29.png
16,/content/data/train_images/content/data/train_images/dcc4d4531.png
15,/content/data/train_images/content/data/train_images/2d09eb065.png
12,/content/data/train_images/content/data/train_images/19442bf58.png
17,/content/data/train_images/content/data/train_images/6d93f853d.png
2,/content/data/train_images/content/data/train_images/c3ed6269b.png
12,/content/data/train_images/content/data/train_images/5cd1a3c29.png
1,/content/data/train_images/content/data/train_images/13c678c1d.png
21,/content/data/train_images/content/data/train_images/1375a05d1.png
13,/content/data/train_images/content/data/train_images/8b68b817e.png
11,/content/data/train_images/content/data/train_images/473cac467.png
14,/content/data/train_images/content/data/train_images/16ccddf71.png
2,/content/data/train_images/content/data/train_images/b62b5a988.png
17,/content/data/train_images/content/data/train_images/cb5ddad47.png
11,/content/data/train_images/content/data/train_images/3bb222791.png
22,/content/data/train_images/content/data/train_images/de3737c21.png
21,/content/data/train_images/content/data/train_images/3d2b1c860.png
11,/content/data/train_images/content/data/train_images/d22169f4e.png
6,/content/data/train_images/content/data/train_images/af36838f2.png
0,/content/data/train_images/content/data/train_images/9c8947073.png
0,/content/data/train_images/content/data/train_images/a5b66a68d.png
20,/content/data/train_images/content/data/train_images/bdacd5cd2.png
1,/content/data/train_images/content/data/train_images/eac4c4220.png
8,/content/data/train_images/content/data/train_images/bea3bcffa.png
5,/content/data/train_images/content/data/train_images/2c2127b9e.png
17,/content/data/train_images/content/data/train_images/5bfe1dec6.png
23,/content/data/train_images/content/data/train_images/7f07486d1.png
7,/content/data/train_images/content/data/train_images/6c52da176.png
23,/content/data/train_images/content/data/train_images/71db64300.png
8,/content/data/train_images/content/data/train_images/fd6a520d8.png
22,/content/data/train_images/content/data/train_images/c7918c0f8.png
8,/content/data/train_images/content/data/train_images/8ffe19a69.png
7,/content/data/train_images/content/data/train_images/6b891f8f2.png
16,/content/data/train_images/content/data/train_images/0313e82cf.png
13,/content/data/train_images/content/data/train_images/ea961733c.png
2,/content/data/train_images/content/data/train_images/1fb94ae60.png
2,/content/data/train_images/content/data/train_images/d2cb96229.png
10,/content/data/train_images/content/data/train_images/728459067.png
21,/content/data/train_images/content/data/train_images/fba69b00a.png
20,/content/data/train_images/content/data/train_images/acc030d72.png
15,/content/data/train_images/content/data/train_images/11c2c02e5.png
9,/content/data/train_images/content/data/train_images/c245b2295.png
21,/content/data/train_images/content/data/train_images/784eb5d7f.png
12,/content/data/train_images/content/data/train_images/b7fcfb502.png
9,/content/data/train_images/content/data/train_images/b01abd3b2.png
9,/content/data/train_images/content/data/train_images/8fa859d45.png
8,/content/data/train_images/content/data/train_images/22b46c334.png
3,/content/data/train_images/content/data/train_images/929d655d3.png
21,/content/data/train_images/content/data/train_images/7a396818c.png
11,/content/data/train_images/content/data/train_images/0275e127d.png
20,/content/data/train_images/content/data/train_images/69aacafc4.png
19,/content/data/train_images/content/data/train_images/2d09eb065.png
